,sub_label,obj_label,subj_anchors
1736,cheetah,"['coat', 'tail']","['deer', 'monkey', 'rabbit']"
1737,cherry,"['stone', 'stalk', 'stem', 'pair', 'skin', 'seed']","['orange', 'sugar', 'chocolate']"
1738,chestnut,"['shell', 'case']","['white', 'black', 'red']"
1739,chicken,"['comb', 'crest']","['vegetables', 'pork', 'eggs']"
1740,chipmunk,"['tail', 'stripe', 'nose']","['squirrel', 'rabbit', 'monkey']"
1741,chisel,"['handle', 'blade', 'point']","['hammer', 'drill', 'knife']"
1742,cigarette,"['filter', 'tip', 'butt']","['tobacco', 'drink', 'alcohol']"
1743,clam,"['shell', 'filter']","['fish', 'salt', 'corn']"
1744,clamp,"['screw', 'handle', 'vice']","['thread', 'chain', 'screw']"
1745,cloak,['hood'],"['armour', 'tie', 'arrows']"
1746,clock,"['face', 'dial', 'battery', 'mechanism', 'motor']","['bells', 'bell', 'ball']"
1747,coat,"['hood', 'collar', 'lining', 'belt']","['trousers', 'pants', 'skirt']"
1748,cockerel,"['tail', 'crest', 'comb']","['rabbit', 'bass', 'pig']"
1749,cockroach,"['shell', 'body', 'mouth']","['bee', 'spider', 'beetle']"
1750,coconut,"['shell', 'skin']","['sugar', 'rubber', 'salt']"
1751,cod,"['tail', 'head', 'mouth']","['fish', 'salt', 'corn']"
1752,coffin,"['lid', 'box', 'lining', 'handle']","['tomb', 'box', 'bed']"
1753,coin,"['value', 'picture', 'tails', 'date', 'rim', 'heads']","['coins', 'money', 'paper']"
1754,corkscrew,"['handle', 'screw', 'spiral', 'drill', 'lever', 'point']","['bells', 'radio', 'whistle']"
1755,cow,"['gut', 'tail', 'nose']","['sheep', 'pig', 'calf']"
1756,crab,['shell'],"['fish', 'algae', 'eggs']"
1757,cradle,"['mattress', 'basket', 'cover']","['pillow', 'frame', 'table']"
1758,crayfish,['shell'],"['bass', 'fish', 'fins']"
1759,crayon,"['point', 'label']","['ink', 'pencil', 'paper']"
1760,crocodile,"['tail', 'mouth', 'bite']","['lizard', 'snake', 'fish']"
1761,crossbow,"['string', 'bow', 'mechanism', 'sight', 'stock', 'trigger']","['cannon', 'spear', 'sword']"
1762,crowbar,"['bend', 'handle', 'hook', 'point']","['hammer', 'hook', 'spear']"
1763,cup,"['handle', 'rim', 'lip', 'base']","['bowl', 'spoon', 'plate']"
1764,cushion,"['filling', 'cover', 'pillow']","['seat', 'carpet', 'pillow']"
1765,cymbal,"['handle', 'hole']","['drum', 'drums', 'piano']"
1766,daffodil,"['stalk', 'stem', 'bulb', 'smell', 'trumpet']","['tomato', 'cotton', 'squash']"
1767,dagger,"['handle', 'blade', 'point']","['sword', 'bow', 'spear']"
1768,dates,"['stone', 'skin']","['numbers', 'letters', 'words']"
1769,deckchair,"['frame', 'seat', 'cushion']","['chair', 'chairs', 'deck']"
1770,deer,"['coat', 'tail', 'nose']","['birds', 'cattle', 'horses']"
1771,desk,"['surface', 'computer', 'lamp']","['chair', 'chairs', 'computer']"
1772,dictionary,['cover'],"['books', 'book', 'history']"
1773,dinghy,"['sail', 'rope', 'motor', 'seat']","['canoe', 'boat', 'fishing']"
1774,dishwasher,"['tablet', 'door', 'rotor']","['sink', 'kitchen', 'toilet']"
1775,dog,"['bark', 'tail', 'tongue']","['cat', 'pig', 'horse']"
1776,doll,"['head', 'body', 'torso', 'face']","['toy', 'baby', 'child']"
1777,dolphin,"['tail', 'nose', 'body']","['fish', 'turtle', 'seal']"
1778,donkey,"['tail', 'nose', 'muzzle', 'body']","['horse', 'sheep', 'horses']"
1779,doughnut,['hole'],"['cake', 'coffee', 'chocolate']"
1780,dove,['tail'],"['fish', 'butterfly', 'turtle']"
1781,dragonfly,"['body', 'tail', 'head']","['butterfly', 'fly', 'spider']"
1782,dress,"['skirt', 'strap', 'neck', 'pattern']","['accessories', 'shoes', 'clothing']"
1783,dresser,"['mirror', 'surface', 'door', 'handle']","['bed', 'mirror', 'toilet']"
1784,drill,"['motor', 'handle', 'bit', 'wire', 'cord', 'cable']","['percussion', 'fire', 'paper']"
1785,ear,"['lobe', 'drum', 'canal']","['nose', 'mouth', 'tongue']"
1786,eel,"['body', 'tail', 'mouth']","['bass', 'fish', 'seal']"
1787,elephant,"['trunk', 'tail', 'family']","['deer', 'monkey', 'snake']"
1788,elm,['trunk'],"['oak', 'wheat', 'apples']"
1789,emu,"['neck', 'head']","['rock', 'drums', 'japanese']"
1790,encyclopaedia,"['picture', 'cover', 'spine']","['books', 'articles', 'online']"
1791,envelope,"['stamp', 'letter', 'seal', 'flap', 'window']","['paper', 'stamp', 'letter']"
1792,eucalyptus,['trunk'],"['oak', 'gum', 'cotton']"
1793,eye,"['pupil', 'nerve', 'lens', 'white']","['nose', 'mouth', 'hand']"
1794,falcon,"['tail', 'nest']","['hawk', 'cat', 'deer']"
1795,fence,['gate'],"['walls', 'gate', 'windows']"
1796,ferry,"['motor', 'crew', 'deck', 'captain', 'hull', 'seat', 'door', 'cabin']","['boat', 'car', 'transport']"
1797,finger,"['nail', 'point', 'ring']","['thumb', 'nail', 'hand']"
1798,fir,['trunk'],"['oak', 'orange', 'wood']"
1799,flamingo,"['bill', 'neck']","['butterfly', 'monkey', 'orange']"
1800,flea,['mouth'],"['tomato', 'tobacco', 'wheat']"
1801,flounder,"['fin', 'tail', 'mouth']","['fish', 'fly', 'rock']"
1802,flute,"['sound', 'tube', 'hole']","['piano', 'guitar', 'percussion']"
1803,foot,"['nail', 'heel', 'sole', 'ball']","['hand', 'knee', 'toe']"
1804,fork,"['handle', 'point']","['knife', 'spoon', 'thread']"
1805,fox,"['tail', 'den', 'nose']","['rabbit', 'deer', 'cat']"
1806,fridge,"['door', 'plug', 'light', 'handle']","['kitchen', 'shelves', 'toilet']"
1807,frisbee,['rim'],"['squash', 'chicken', 'rabbit']"
1808,frog,['tongue'],"['lizard', 'snake', 'spider']"
1809,gate,"['lock', 'catch', 'bolt', 'handle', 'door']","['lock', 'door', 'bridge']"
1810,gerbil,"['tail', 'nose']","['lizard', 'dog', 'pig']"
1811,glider,"['cockpit', 'frame', 'pilot']","['transport', 'tank', 'boat']"
1812,goat,"['beard', 'tail']","['sheep', 'pig', 'deer']"
1813,goggles,"['strap', 'lens']","['glasses', 'lenses', 'helmet']"
1814,goldfish,"['tail', 'bowl', 'mouth']","['bass', 'gold', 'silver']"
1815,gong,"['sound', 'stick', 'frame']","['bells', 'drums', 'horns']"
1816,goose,"['neck', 'tail', 'body', 'head']","['sheep', 'rabbit', 'deer']"
1817,gorilla,['chest'],"['monkey', 'lizard', 'deer']"
1818,gown,['skirt'],"['shoes', 'cap', 'tie']"
1819,grenade,"['pin', 'ring', 'key', 'body']","['bomb', 'gun', 'ammunition']"
1820,guitar,"['body', 'neck', 'handle', 'bridge', 'strap']","['drums', 'bass', 'piano']"
1821,gun,"['trigger', 'barrel', 'handle', 'sight']","['ammunition', 'knife', 'knives']"
1822,hammer,"['handle', 'shaft', 'head']","['nails', 'nail', 'knife']"
1823,hamster,"['tail', 'wheel', 'nose']","['rabbit', 'chicken', 'sheep']"
1824,harp,"['frame', 'player', 'pedal']","['guitar', 'piano', 'drums']"
1825,harpoon,"['point', 'hook', 'shaft', 'spike']","['trumpet', 'guitar', 'horn']"
1826,harpsichord,"['keyboard', 'pedal']","['piano', 'guitar', 'percussion']"
1827,hatchet,"['handle', 'blade', 'head']","['knife', 'spear', 'sword']"
1828,heart,['pulse'],"['body', 'head', 'feet']"
1829,hedgehog,"['nose', 'mouth', 'tail']","['squirrel', 'rabbit', 'spider']"
1830,helicopter,"['pilot', 'blade', 'cockpit', 'door', 'tail', 'seat']","['missiles', 'radio', 'missile']"
1831,helmet,"['strap', 'shell']","['sword', 'cap', 'belt']"
1832,heron,"['bill', 'neck', 'head']","['butterfly', 'bird', 'hawk']"
1833,herring,"['tail', 'school', 'mouth', 'head']","['salt', 'fish', 'tobacco']"
1834,hippo,"['mouth', 'tail', 'belly', 'stomach', 'nose']","['monkey', 'lizard', 'turtle']"
1835,hoe,"['handle', 'stick', 'blade', 'head']","['stick', 'hook', 'hammer']"
1836,hook,"['curve', 'curl', 'point', 'handle']","['chain', 'knot', 'twist']"
1837,hornet,"['sting', 'nest']","['trumpet', 'bass', 'horn']"
1838,horse,"['tail', 'coat', 'face', 'saddle', 'head', 'nose']","['cattle', 'carriage', 'wagon']"
1839,houseboat,"['motor', 'kitchen', 'bedroom', 'bathroom', 'toilet', 'roof', 'cabin', 'door']","['canoe', 'boat', 'ship']"
1840,housefly,['body'],"['butterfly', 'spider', 'fly']"
1841,hummingbird,['tail'],"['butterfly', 'bee', 'bird']"
1842,hutch,"['rabbit', 'door', 'mesh', 'roof', 'floor', 'lock']","['pole', 'board', 'rope']"
1843,hyena,"['laugh', 'coat', 'tail', 'pack']","['deer', 'rabbit', 'sheep']"
1844,iguana,"['tail', 'tongue', 'head', 'mouth']","['fish', 'turtle', 'lizard']"
1845,jacket,"['collar', 'hood']","['trousers', 'pants', 'skirt']"
1846,jam,"['jar', 'lid', 'thickness']","['coffee', 'wine', 'roll']"
1847,jar,"['lid', 'base', 'label', 'rim', 'seal']","['bowl', 'cup', 'container']"
1848,jeep,"['boot', 'door', 'seat']","['tank', 'car', 'vehicle']"
1849,jellyfish,"['sting', 'body']","['fish', 'algae', 'bass']"
1850,jug,"['handle', 'lip', 'base', 'mouth']","['bottle', 'bucket', 'pipe']"
1851,kangaroo,"['pouch', 'pocket', 'tail']","['deer', 'sheep', 'squirrel']"
1852,kayak,"['seat', 'cockpit', 'point', 'hull']","['canoe', 'fishing', 'boat']"
1853,kettle,"['handle', 'lid', 'switch']","['soap', 'pot', 'comb']"
1854,key,"['hole', 'handle', 'point']","['number', 'lock', 'keys']"
1855,kingfisher,"['breast', 'head', 'tail']","['butterfly', 'hawk', 'swift']"
1856,kite,"['string', 'cord', 'tail', 'frame']","['pole', 'ball', 'plane']"
1857,knife,"['handle', 'blade', 'point']","['sword', 'fork', 'gun']"
1858,ladybird,['shell'],"['butterfly', 'hawk', 'bird']"
1859,lamb,"['tail', 'coat', 'nose']","['sheep', 'pig', 'beef']"
1860,lamp,"['bulb', 'shade', 'stand', 'light', 'plug', 'switch', 'wire', 'cord', 'cable', 'flame']","['candle', 'mirror', 'glass']"
1861,lantern,"['candle', 'light', 'handle', 'bulb', 'flame', 'frame']","['lamp', 'candle', 'clock']"
1862,leg,"['knee', 'foot', 'hip', 'thigh', 'pair', 'calf']","['foot', 'knee', 'shoulder']"
1863,leopard,['tail'],"['human', 'sheep', 'cat']"
1864,lettuce,"['heart', 'core', 'centre']","['vegetables', 'apples', 'corn']"
1865,lion,"['pride', 'tail', 'roar', 'territory']","['monkey', 'dog', 'bird']"
1866,lipstick,"['colour', 'case', 'tube', 'lid']","['makeup', 'paint', 'chocolate']"
1867,lizard,"['tail', 'tongue', 'mouth']","['snake', 'fish', 'bird']"
1868,llama,"['neck', 'tail']","['deer', 'cattle', 'cotton']"
1869,lobster,"['shell', 'tail']","['fish', 'bass', 'beans']"
1870,lorry,"['cab', 'cabin', 'trailer', 'door']","['wagon', 'trucks', 'car']"
1871,mackerel,['tail'],"['fish', 'cheese', 'bacon']"
1872,magpie,"['nest', 'tail']","['rabbit', 'sheep', 'dog']"
1873,marigold,"['stalk', 'stem', 'flower', 'head']","['chocolate', 'rabbit', 'apples']"
1874,mask,"['string', 'mouth']","['helmet', 'hat', 'cap']"
1875,microscope,"['lens', 'light', 'scope', 'focus', 'platform', 'slide']","['telescope', 'radio', 'lens']"
1876,microwave,"['door', 'plate', 'dial', 'window']","['radar', 'computers', 'radio']"
1877,millipede,['body'],"['fish', 'shell', 'shells']"
1878,minnow,"['tail', 'mouth']","['tobacco', 'chicken', 'tomato']"
1879,mirror,['frame'],"['mirrors', 'glass', 'door']"
1880,mittens,"['pair', 'thumb', 'flap']","['socks', 'shoes', 'blankets']"
1881,monkey,"['tail', 'hierarchy', 'family', 'mouth']","['bird', 'squirrel', 'deer']"
1882,moose,['body'],"['deer', 'sheep', 'cattle']"
1883,mop,"['handle', 'bucket', 'head']","['bucket', 'nails', 'board']"
1884,moped,"['motor', 'seat', 'rider', 'mirror', 'pedal']","['horses', 'trucks', 'cars']"
1885,moth,['body'],"['butterfly', 'spider', 'fly']"
1886,motorcycle,"['rider', 'driver', 'seat', 'clutch', 'mirror']","['car', 'trucks', 'cars']"
1887,mouse,"['tail', 'nose']","['keyboard', 'cat', 'stick']"
1888,mug,"['handle', 'base', 'rim', 'pattern']","['cup', 'spoon', 'bottle']"
1889,mushroom,"['stalk', 'stem', 'cap', 'helmet', 'cup', 'head', 'texture']","['fruit', 'cheese', 'tomato']"
1890,mussel,"['shell', 'filter', 'beard']","['bass', 'fish', 'algae']"
1891,nail,"['head', 'point', 'shaft']","['nails', 'wood', 'thread']"
1892,necklace,"['chain', 'string', 'thread']","['ring', 'chain', 'rings']"
1893,nectarine,"['stone', 'skin', 'stalk', 'stem']","['glucose', 'oxygen', 'water']"
1894,needle,"['point', 'hole']","['thread', 'nail', 'ink']"
1895,nightingale,"['head', 'tail']","['butterfly', 'piano', 'birds']"
1896,nose,"['bridge', 'point']","['mouth', 'ears', 'eyes']"
1897,nut,"['shell', 'seed', 'kernel']","['fruit', 'nuts', 'wood']"
1898,oak,['trunk'],"['stone', 'wood', 'cotton']"
1899,octopus,"['head', 'body']","['fish', 'insects', 'mice']"
1900,olive,"['stone', 'seed', 'hole']","['orange', 'grape', 'wheat']"
1901,ostrich,['neck'],"['deer', 'sheep', 'pig']"
1902,otter,['tail'],"['deer', 'seal', 'sheep']"
1903,oven,"['door', 'dial']","['kitchen', 'sink', 'fridge']"
1904,owl,['neck'],"['hawk', 'deer', 'bird']"
1905,ox,"['tail', 'head', 'nose', 'tongue']","['horse', 'cattle', 'deer']"
1906,oyster,"['shell', 'pearl']","['fish', 'shell', 'eggs']"
1907,pamphlet,"['picture', 'message']","['magazine', 'book', 'books']"
1908,panther,"['coat', 'tail']","['human', 'deer', 'snake']"
1909,parakeet,['tail'],"['deer', 'bass', 'rabbit']"
1910,parka,"['hood', 'lining']","['socks', 'shoes', 'clothing']"
1911,partridge,['tail'],"['rabbit', 'deer', 'bass']"
1912,peach,"['stone', 'kernel']","['orange', 'apples', 'sugar']"
1913,peacock,"['tail', 'mate', 'head', 'crest', 'cry']","['deer', 'rabbit', 'hawk']"
1914,peanut,"['shell', 'skin']","['butter', 'corn', 'beans']"
1915,pear,"['stalk', 'stem', 'core']","['apples', 'squash', 'tomato']"
1916,peg,['spring'],"['pin', 'hook', 'chain']"
1917,pelican,"['bill', 'pouch', 'throat', 'tail']","['seal', 'fish', 'cat']"
1918,pen,"['point', 'lid', 'cartridge']","['ink', 'paper', 'pencil']"
1919,pencil,"['lead', 'point', 'tip', 'rubber']","['paper', 'ink', 'thread']"
1920,penknife,"['blade', 'handle', 'cover']","['knife', 'pencil', 'thread']"
1921,piano,"['pedal', 'seat', 'stool', 'lid', 'keyboard']","['guitar', 'percussion', 'drums']"
1922,pie,"['filling', 'crust', 'lid', 'base']","['cheese', 'cake', 'bread']"
1923,pig,['tail'],"['cattle', 'sheep', 'cow']"
1924,pin,"['head', 'point', 'tip', 'shaft']","['thread', 'chain', 'ball']"
1925,pine,"['trunk', 'smell', 'scent']","['oak', 'wood', 'clay']"
1926,pineapple,"['skin', 'core', 'centre', 'stalk', 'stem']","['tobacco', 'apples', 'oak']"
1927,pistol,"['trigger', 'barrel', 'handle', 'chamber', 'magazine', 'sight', 'grip']","['knife', 'gun', 'ammunition']"
1928,plate,['rim'],"['glass', 'chain', 'plates']"
1929,platypus,"['bill', 'tail']","['insects', 'fish', 'scales']"
1930,plum,"['stone', 'skin', 'stalk', 'stem']","['sugar', 'vegetables', 'apples']"
1931,pony,"['tail', 'muzzle', 'head']","['horse', 'dog', 'horses']"
1932,porcupine,"['nose', 'face']","['deer', 'rabbit', 'pig']"
1933,porsche,"['seat', 'driver', 'boot', 'trunk', 'door', 'chassis', 'mirror']","['cheese', 'chocolate', 'wine']"
1934,pram,"['baby', 'handle', 'hood', 'cover', 'seat', 'bed', 'basket']","['roll', 'board', 'garden']"
1935,prawn,"['shell', 'tail', 'body', 'head']","['fish', 'chicken', 'beef']"
1936,projector,"['light', 'screen', 'lens', 'mirror', 'bulb', 'platform', 'base']","['keyboard', 'computer', 'microphone']"
1937,prune,['stone'],"['squash', 'cotton', 'seed']"
1938,pumpkin,"['stalk', 'stem', 'skin', 'shell', 'face', 'light', 'candle']","['squash', 'orange', 'apples']"
1939,puppet,"['face', 'hole', 'mouth', 'handle']","['machine', 'costume', 'computer']"
1940,pyramid,"['point', 'peak', 'tomb', 'base']","['square', 'tomb', 'cube']"
1941,rabbit,"['tail', 'nose', 'cage']","['deer', 'squirrel', 'sheep']"
1942,raccoon,"['tail', 'face']","['squirrel', 'rabbit', 'cat']"
1943,radio,"['speaker', 'dial', 'wire', 'cord', 'cable', 'lead', 'battery', 'plug', 'receiver']","['film', 'print', 'computers']"
1944,raft,"['paddle', 'sail', 'base', 'seat']","['canoe', 'boat', 'rope']"
1945,rake,"['handle', 'shaft', 'head']","['boot', 'roll', 'hammer']"
1946,rat,['tail'],"['spider', 'mice', 'squirrel']"
1947,rattle,"['handle', 'head']","['roll', 'noise', 'sound']"
1948,rattlesnake,"['tail', 'tongue', 'body']","['deer', 'rabbit', 'squirrel']"
1949,raven,['tail'],"['hawk', 'bird', 'dog']"
1950,revolver,"['trigger', 'barrel', 'handle', 'chamber', 'cylinder', 'sight']","['knife', 'gun', 'ammunition']"
1951,rhino,"['horn', 'hide', 'tail']","['deer', 'sheep', 'cattle']"
1952,rifle,"['trigger', 'barrel', 'handle', 'sight', 'cartridge', 'muzzle']","['ammunition', 'cannon', 'gun']"
1953,robe,"['belt', 'tie', 'hood']","['shoes', 'hood', 'trousers']"
1954,rocket,['point'],"['missile', 'bomb', 'missiles']"
1955,rollerskate,"['shoe', 'boot', 'brake']","['jumping', 'jump', 'running']"
1956,ruler,['scale'],"['subject', 'head', 'queen']"
1957,salmon,"['fin', 'tail', 'mouth']","['fish', 'bass', 'birds']"
1958,sandals,"['sole', 'strap']","['socks', 'shoes', 'heels']"
1959,sandwich,"['filling', 'crust']","['cheese', 'coffee', 'salad']"
1960,satchel,"['strap', 'handle', 'flap', 'close']","['bag', 'pouch', 'belt']"
1961,scallop,"['shell', 'muscle']","['spoon', 'fork', 'cheese']"
1962,scalpel,"['handle', 'blade', 'point']","['thread', 'knife', 'needle']"
1963,scorpion,"['tail', 'sting', 'shell', 'body']","['butterfly', 'spider', 'snake']"
1964,screw,"['head', 'thread', 'spiral', 'point', 'tip', 'ridge']","['thread', 'bolt', 'plug']"
1965,screwdriver,"['handle', 'function', 'head', 'point']","['screw', 'hammer', 'drill']"
1966,seagull,['cry'],"['seal', 'fish', 'deer']"
1967,seahorse,"['tail', 'nose', 'head', 'body', 'horn']","['fish', 'seal', 'turtle']"
1968,shark,"['tail', 'head', 'nose']","['fish', 'snake', 'seal']"
1969,sheep,['tail'],"['cattle', 'horses', 'animals']"
1970,ship,"['motor', 'crew', 'captain', 'hull', 'mast', 'stern', 'wheel', 'cabin']","['cargo', 'boat', 'crew']"
1971,shirt,"['collar', 'pattern', 'pocket', 'label', 'neck']","['trousers', 'pants', 'tie']"
1972,shoes,"['sole', 'heel', 'tongue']","['socks', 'clothing', 'clothes']"
1973,shotgun,"['trigger', 'barrel', 'handle', 'cartridge', 'sight', 'stock', 'licence']","['gun', 'cannon', 'radio']"
1974,shrimp,"['shell', 'tail', 'body']","['fish', 'shells', 'eggs']"
1975,sink,"['plug', 'hole', 'basin', 'bowl', 'drain']","['toilet', 'drain', 'shower']"
1976,skateboard,"['deck', 'board', 'design', 'rider', 'grip']","['canoe', 'bike', 'rope']"
1977,skirt,['hem'],"['belt', 'jacket', 'shirt']"
1978,skunk,['tail'],"['squirrel', 'rabbit', 'mice']"
1979,sledge,"['seat', 'handle', 'base']","['rope', 'cannon', 'wagon']"
1980,slippers,['sole'],"['shoes', 'socks', 'heels']"
1981,slug,['foot'],"['shell', 'ball', 'shot']"
1982,snail,"['shell', 'foot']","['fish', 'spider', 'algae']"
1983,sock,"['heel', 'toe']","['belt', 'shoe', 'glove']"
1984,sofa,"['cover', 'frame']","['chairs', 'chair', 'furniture']"
1985,sparrow,"['tail', 'head']","['eggs', 'squirrel', 'sheep']"
1986,spear,"['point', 'tip', 'head', 'handle', 'shaft']","['sword', 'knife', 'arrows']"
1987,speedboat,"['motor', 'wheel', 'hull', 'seat', 'screen', 'driver']","['canoe', 'boat', 'fishing']"
1988,spider,['body'],"['web', 'butterfly', 'fly']"
1989,squid,"['head', 'mantle']","['fish', 'bass', 'algae']"
1990,squirrel,['tail'],"['rabbit', 'deer', 'mice']"
1991,starling,"['nest', 'song', 'tail']","['children', 'eggs', 'wine']"
1992,stick,['point'],"['ball', 'thread', 'string']"
1993,stove,"['fire', 'door', 'dial', 'flame', 'shelf']","['sink', 'fridge', 'table']"
1994,strawberry,"['stalk', 'stem', 'point']","['orange', 'grape', 'chocolate']"
1995,submarine,"['telescope', 'crew', 'hatch']","['missile', 'radar', 'ship']"
1996,suit,"['jacket', 'shirt', 'tie', 'collar', 'fly']","['tie', 'hat', 'skirt']"
1997,sunflower,"['stalk', 'stem', 'centre', 'head']","['tobacco', 'cotton', 'squash']"
1998,surfboard,"['fin', 'string', 'point', 'rider']","['canoe', 'rope', 'fishing']"
1999,swan,['neck'],"['seal', 'deer', 'swift']"
2000,sweater,['neck'],"['jeans', 'skirt', 'trousers']"
2001,swing,"['seat', 'swing', 'frame']","['roll', 'jump', 'slide']"
2002,sword,"['blade', 'handle', 'point', 'tip']","['knife', 'spear', 'knives']"
2003,sycamore,['trunk'],"['oak', 'cotton', 'orange']"
2004,syringe,"['needle', 'body', 'point', 'container', 'barrel', 'chamber', 'tube', 'tip', 'scale']","['needle', 'needles', 'thread']"
2005,table,"['surface', 'cloth']","['chairs', 'chair', 'seat']"
2006,tambourine,"['skin', 'handle', 'frame']","['chocolate', 'cheese', 'sugar']"
2007,tank,"['gun', 'turret', 'crew', 'cannon', 'hatch']","['gun', 'missile', 'ship']"
2008,tarantula,"['body', 'web']","['tobacco', 'tomato', 'squash']"
2009,taxi,"['meter', 'sign', 'light', 'seat', 'door', 'fee', 'number']","['car', 'van', 'cab']"
2010,telephone,"['speaker', 'receiver', 'wire', 'cord', 'cable', 'dial', 'microphone', 'screen', 'handle']","['radio', 'electricity', 'computer']"
2011,television,"['screen', 'remote', 'wire', 'cord', 'cable', 'speaker', 'switch', 'plug']","['radio', 'film', 'print']"
2012,tent,"['door', 'point', 'roof']","['carriage', 'cabin', 'shelter']"
2013,textbook,"['cover', 'spine', 'subject', 'picture', 'contents']","['books', 'magazine', 'book']"
2014,thermometer,"['scale', 'range', 'bulb', 'point']","['batteries', 'clock', 'candles']"
2015,tiger,"['coat', 'tail', 'roar', 'nose']","['deer', 'monkey', 'snake']"
2016,toad,['tongue'],"['rabbit', 'squirrel', 'beetle']"
2017,toaster,"['plug', 'lever', 'wire', 'cord', 'cable', 'dial', 'spring', 'shell', 'switch']","['fridge', 'kitchen', 'coffee']"
2018,toilet,"['seat', 'lid', 'bowl', 'flush', 'basin', 'tank', 'chain', 'handle', 'hole']","['bathroom', 'toilets', 'shower']"
2019,tongue,"['point', 'split', 'tip']","['teeth', 'lips', 'mouth']"
2020,tortoise,"['shell', 'head', 'tail', 'mouth', 'neck']","['lizard', 'snake', 'rabbit']"
2021,tractor,"['driver', 'cab', 'trailer']","['trailer', 'trucks', 'wagon']"
2022,train,"['driver', 'seat', 'conductor', 'toilet']","['car', 'bridge', 'air']"
2023,tricycle,"['pedal', 'rider', 'saddle', 'seat', 'frame']","['bike', 'car', 'horse']"
2024,tripod,['stand'],"['antenna', 'cable', 'keyboard']"
2025,trolley,"['handle', 'seat', 'basket']","['car', 'wagon', 'electric']"
2026,trombone,"['bell', 'tube']","['trumpet', 'percussion', 'bass']"
2027,trousers,"['button', 'belt']","['shoes', 'socks', 'underwear']"
2028,trout,"['tail', 'mouth']","['bass', 'fish', 'deer']"
2029,trowel,"['handle', 'point', 'tip', 'blade', 'head']","['thread', 'rope', 'hammer']"
2030,truck,"['driver', 'cab', 'cabin', 'door', 'mirror', 'trailer', 'wagon', 'seat']","['trailer', 'car', 'vehicle']"
2031,trumpet,"['sound', 'bell']","['drums', 'percussion', 'piano']"
2032,tuba,"['mouth', 'bell', 'horn']","['trumpet', 'bass', 'piano']"
2033,tugboat,"['rope', 'captain', 'deck', 'hull', 'crew', 'stern', 'wheel']","['boat', 'ship', 'canoe']"
2034,tulip,"['stalk', 'stem', 'bulb', 'smell', 'flower', 'head']","['rose', 'orange', 'oak']"
2035,tuna,"['tail', 'head', 'mouth']","['fish', 'vegetables', 'cheese']"
2036,turkey,"['neck', 'face']","['chicken', 'corn', 'pork']"
2037,turtle,"['shell', 'tail', 'head']","['fish', 'bird', 'deer']"
2038,tweezers,"['point', 'handle']","['knives', 'needles', 'nails']"
2039,typewriter,"['keyboard', 'bell', 'ribbon']","['keyboard', 'computer', 'radio']"
2040,umbrella,"['handle', 'canopy', 'cover', 'shaft', 'stem']","['hat', 'cap', 'net']"
2041,unicycle,"['pedal', 'seat', 'saddle', 'chain', 'frame']","['bike', 'car', 'horse']"
2042,van,"['door', 'seat', 'mirror']","['car', 'vehicle', 'trailer']"
2043,violin,"['bow', 'sound', 'body', 'neck', 'bridge']","['piano', 'guitar', 'percussion']"
2044,walrus,['tail'],"['deer', 'oak', 'seal']"
2045,wand,['point'],"['sword', 'staff', 'spear']"
2046,wasp,"['sting', 'nest', 'body']","['bee', 'spider', 'fly']"
2047,watch,"['hand', 'face', 'strap', 'battery', 'mechanism', 'clock', 'chain', 'display']","['whistle', 'clock', 'radio']"
2048,watermelon,['centre'],"['corn', 'wheat', 'cotton']"
2049,wetsuit,['body'],"['clothing', 'underwear', 'shoes']"
2050,whale,"['tail', 'mouth', 'body']","['seal', 'fish', 'human']"
2051,wheel,"['hub', 'perimeter', 'rim']","['chain', 'frame', 'ball']"
2052,wheelbarrow,"['handle', 'wheel', 'bucket', 'cavity', 'container']","['wheel', 'wheels', 'rope']"
2053,wheelchair,"['seat', 'handle', 'motor']","['walking', 'running', 'flight']"
2054,whistle,"['sound', 'ball', 'slit', 'string']","['bells', 'drum', 'bell']"
2055,willow,['trunk'],"['oak', 'cotton', 'wood']"
2056,window,"['frame', 'lock', 'handle']","['door', 'doors', 'windows']"
2057,wolf,"['coat', 'tail', 'nose']","['human', 'dog', 'cat']"
2058,woodpecker,"['head', 'tail']","['squirrel', 'hawk', 'rabbit']"
2059,wren,['tail'],"['deer', 'sheep', 'fish']"
2060,yacht,"['deck', 'cabin', 'hull']","['car', 'boat', 'fishing']"
2061,yoghurt,['lid'],"['chocolate', 'milk', 'cheese']"
2062,yoyo,['string'],"['stick', 'drum', 'drums']"
2063,zebra,"['tail', 'coat']","['deer', 'rabbit', 'squirrel']"
2064,accordion,"['player', 'handle', 'strap']","['piano', 'guitar', 'drums']"
2065,ambulance,['bed'],"['fire', 'transport', 'radio']"
2066,apron,"['pocket', 'pattern', 'design', 'picture', 'strap']","['skirt', 'belt', 'hat']"
2067,aubergine,"['skin', 'stalk', 'stem']","['orange', 'chocolate', 'apples']"
2068,bag,"['handle', 'strap']","['belt', 'chain', 'box']"
2069,barge,"['motor', 'seat']","['ship', 'boat', 'wagon']"
2070,bench,"['seat', 'dedication']","['table', 'board', 'chairs']"
2071,bookcase,"['purpose', 'door']","['shelves', 'shelf', 'books']"
2072,bouquet,"['scent', 'bow', 'ribbon']","['flowers', 'flower', 'cake']"
