word,singular
asbestos,asbestos
clothes,clothes
criminals,criminal
horns,horn
titans,titan
baked,bake
lizard,lizard
collisions,collision
hinges,hinge
fries,fry
oils,oil
hate,hate
drawers,drawer
software,software
cambodia,cambodia
die,die
cedar,cedar
brick,brick
stick,stick
red,red
painted,paint
pcs,pcs
rays,ray
mountains,mountain
video,video
scary,scary
amusement,amusement
pharmacy,pharmacy
relativity,relativity
utilities,utility
noodles,noodle
hammer,hammer
patel,patel
psychiatrist,psychiatrist
statues,statue
photograph,photograph
loki,loki
fife,fife
barges,barge
early,early
spheres,sphere
poverty,poverty
college,college
sellers,seller
riga,riga
bergen,bergen
builders,builder
javier,javier
apache,apache
social,social
partisans,partisan
ds,ds
portugal,portugal
sugarcane,sugarcane
emotional,emotional
barking,bark
banjo,banjo
vapor,vapor
remixes,remixes
clergy,clergy
tits,tit
counters,counter
aztec,aztec
volvo,volvo
port,port
confederate,confederate
flyers,flyer
invaders,invader
oslo,oslo
boulevard,boulevard
indian,indian
thorns,thorn
graves,grave
ibrahim,ibrahim
chinatown,chinatown
serbia,serbia
conducting,conduct
ky,ky
giuseppe,giuseppe
titan,titan
brisbane,brisbane
nicaragua,nicaragua
xbox,xbox
sebastian,sebastian
thor,thor
dirty,dirty
magician,magician
guidance,guidance
raf,raf
chapels,chapel
vacation,vacation
viruses,virus
aurora,aurora
facebook,facebook
titanium,titanium
problems,problem
policy,policy
microwave,microwave
guerrillas,guerrilla
burials,burial
laszlo,laszlo
fat,fat
afghanistan,afghanistan
ranch,ranch
divisions,division
inherited,inherited
aquitaine,aquitaine
runways,runway
bulgarian,bulgarian
skepticism,skepticism
kane,kane
flashbacks,flashback
citizens,citizen
volcanic,volcanic
logs,log
cameron,cameron
salamanca,salamanca
programs,program
miller,miller
markings,marking
moors,moor
beetles,beetle
payments,payment
gasoline,gasoline
toast,toast
arias,aria
alabama,alabama
stereo,stereo
columns,column
insignia,insignia
bank,bank
sexually,sexually
sold,sell
depression,depression
galician,galician
parana,parana
symphonies,symphony
icelandic,icelandic
salvador,salvador
man,man
replay,replay
poetry,poetry
theft,theft
proton,proton
stefan,stefan
district,district
polymers,polymer
sentence,sentence
literary,literary
collaborators,collaborator
chiefs,chief
lipstick,lipstick
natural,natural
processes,process
supports,support
hears,hears
slams,slam
manufactures,manufacture
mother,mother
dr,dr
pressure,pressure
nose,nose
hughes,hughes
ceremonies,ceremony
thirds,third
wood,wood
strong,strong
anthem,anthem
muller,muller
rust,rust
apparently,apparently
ego,ego
freud,freud
nave,nave
logical,logical
graders,grader
transforms,transform
batman,batman
confidence,confidence
taxonomy,taxonomy
palaces,palace
rules,rule
accidentally,accidentally
custody,custody
sponge,sponge
resort,resort
coughing,cough
knots,knot
newspaper,newspaper
chart,chart
parliament,parliament
copyright,copyright
fighting,fight
mustard,mustard
decades,decade
elastic,elastic
martinique,martinique
wildlife,wildlife
beautiful,beautiful
hamburg,hamburg
friendly,friendly
akira,akira
stories,story
canadian,canadian
sicilian,sicilian
similarly,similarly
moons,moon
rs,rs
eds,eds
fitness,fitness
debuts,debut
acoustic,acoustic
motel,motel
emmy,emmy
kiev,kiev
layla,layla
tops,top
relationships,relationship
imports,import
mohawk,mohawk
tehran,tehran
transvaal,transvaal
vocal,vocal
operations,operation
classifications,classification
buds,bud
judaism,judaism
dancers,dancer
boar,boar
bra,bra
respectively,respectively
sugar,sugar
hui,hui
sparta,sparta
pricing,pricing
caste,caste
missiles,missile
fist,fist
newport,newport
concussion,concussion
caleb,caleb
scores,score
sign,sign
professional,professional
pulse,pulse
postal,postal
pipes,pipe
locations,location
malta,malta
mushrooms,mushroom
junk,junk
tapes,tape
cart,cart
performers,performer
professors,professor
barber,barber
switches,switch
coupe,coupe
montana,montana
arrivals,arrival
prayers,prayer
designers,designer
freedom,freedom
jensen,jensen
africans,africans
adoption,adoption
combined,combine
plot,plot
cornwall,cornwall
tense,tense
voss,voss
buccaneers,buccaneer
brightness,brightness
occupations,occupation
firefighters,firefighter
august,august
tongue,tongue
alive,alive
luxury,luxury
macedonia,macedonia
cafeteria,cafeteria
ruth,ruth
reunion,reunion
label,label
names,name
fr,fr
temperance,temperance
kensington,kensington
billionaire,billionaire
er,er
retailers,retailer
british,british
tomorrow,tomorrow
eerie,eerie
eastbound,eastbound
beyonce,beyonce
investigations,investigation
chinese,chinese
tsunami,tsunami
kazakh,kazakh
transportation,transportation
quartet,quartet
protocols,protocol
granada,granada
oaks,oak
hope,hope
cicero,cicero
formulas,formula
spaces,space
habitats,habitat
dia,dia
arsenal,arsenal
harness,harness
marines,marines
chapters,chapter
galaxies,galaxy
dwarf,dwarf
blake,blake
ridges,ridge
gram,gram
aggregate,aggregate
god,god
isaiah,isaiah
zombies,zombie
church,church
hereditary,hereditary
roasted,roast
cola,cola
colder,cold
echoes,echo
malaria,malaria
pumpkin,pumpkin
approaches,approach
textbooks,textbook
nanjing,nanjing
rochester,rochester
chen,chen
choose,choose
congresses,congress
senators,senator
blankets,blanket
benedict,benedict
flashes,flash
sand,sand
pretty,pretty
choir,choir
census,census
saturn,saturn
rocks,rock
chest,chest
arabs,arabs
quarters,quarter
smith,smith
ethanol,ethanol
study,study
sicily,sicily
attractions,attraction
applications,application
ignores,ignores
ammunition,ammunition
abbey,abbey
astronomy,astronomy
divorce,divorce
latvian,latvian
plurality,plurality
structure,structure
babies,baby
tanner,tanner
pepper,pepper
inland,inland
potato,potato
manipulation,manipulation
ideology,ideology
factors,factor
including,including
edmonton,edmonton
breaks,break
aquino,aquino
celia,celia
transplant,transplant
parapet,parapet
movement,movement
hendrix,hendrix
mondays,mondays
turkmenistan,turkmenistan
syriac,syriac
cables,cable
technicians,technician
complications,complication
cardboard,cardboard
leukemia,leukemia
air,air
keeps,keep
stirling,stirling
saskatchewan,saskatchewan
planetary,planetary
departure,departure
dinosaurs,dinosaur
aberdeen,aberdeen
cries,cry
attendants,attendant
diesel,diesel
organ,organ
date,date
honours,honour
news,news
routes,route
beijing,beijing
jenna,jenna
increase,increase
conferences,conference
peanuts,peanut
vessel,vessel
shaking,shake
equivalent,equivalent
famous,famous
airlines,airline
offenses,offense
gambling,gamble
born,bear
navy,navy
canned,can
artwork,artwork
davies,davy
today,today
victories,victory
timor,timor
rabbis,rabbi
leopard,leopard
ignatius,ignatius
mare,mare
basins,basin
tests,test
angus,angus
fruits,fruit
weiss,weiss
writers,writer
sweet,sweet
shock,shock
cracks,crack
skull,skull
ethiopia,ethiopia
monarch,monarch
leigh,leigh
maori,maori
cactus,cactus
cuban,cuban
berry,berry
american,american
loaf,loaf
psyche,psyche
phoenix,phoenix
strangers,stranger
trumpets,trumpet
mindanao,mindanao
seas,sea
organic,organic
doping,dope
reefs,reef
reverse,reverse
stone,stone
townships,township
sal,sal
curious,curious
eli,eli
greater,great
broadcasters,broadcaster
dams,dam
identity,identity
quake,quake
swings,swing
yards,yard
interpretations,interpretation
openings,opening
fremont,fremont
qc,qc
puzzles,puzzle
verbs,verb
discs,disc
amazon,amazon
syrian,syrian
pieter,pieter
guatemala,guatemala
streets,street
lust,lust
nas,nas
culture,culture
chocolate,chocolate
faults,fault
preparation,preparation
plains,plain
outsiders,outsider
nay,nay
mansions,mansion
cans,can
malaga,malaga
localities,locality
realities,reality
bari,bari
ms,ms
alcoholic,alcoholic
knighted,knight
tissue,tissue
conductor,conductor
amiga,amiga
colorado,colorado
shanghai,shanghai
chair,chair
ep,ep
legislature,legislature
morris,morris
biceps,bicep
helsinki,helsinki
ink,ink
avengers,avenger
trumpeter,trumpeter
thighs,thigh
kurdistan,kurdistan
ring,ring
ras,ras
organisations,organisation
explosions,explosion
song,song
violent,violent
printer,printer
pa,pa
firearms,firearm
terror,terror
kris,kris
painting,paint
lions,lion
chesterfield,chesterfield
mole,mole
tor,tor
brunei,brunei
exceed,exceed
refrigerator,refrigerator
floral,floral
midfielder,midfielder
les,les
mca,mca
samsung,samsung
tribe,tribe
university,university
jail,jail
backward,backward
fiddle,fiddle
convicted,convict
dod,dod
loyal,loyal
miners,miner
hooves,hoof
necks,neck
jones,jones
samoa,samoa
amp,amp
data,datum
tumbling,tumble
project,project
weight,weight
opera,opera
fans,fan
mosaic,mosaic
sermon,sermon
awe,awe
tags,tag
defensive,defensive
cranes,crane
clinical,clinical
jury,jury
scales,scale
nj,nj
parishes,parish
sets,set
strange,strange
walk,walk
automotive,automotive
elena,elena
kerman,kerman
blond,blond
prussia,prussia
fore,fore
cherry,cherry
stares,stare
nominations,nomination
movies,movie
bonuses,bonus
railroad,railroad
neighbors,neighbor
designs,design
witchcraft,witchcraft
pods,pod
cliffs,cliff
unemployment,unemployment
comb,comb
television,television
trees,tree
willow,willow
pupils,pupil
antagonist,antagonist
vocalists,vocalist
cone,cone
commissioners,commissioner
tool,tool
duncan,duncan
loads,load
venues,venue
paterson,paterson
bosses,boss
initiative,initiative
memories,memory
bribes,bribe
colour,colour
fridays,fridays
john,john
accents,accent
fiber,fiber
deaf,deaf
powder,powder
talmud,talmud
damaged,damage
newark,newark
fake,fake
luxurious,luxurious
solids,solid
beirut,beirut
mercury,mercury
stamps,stamp
laboratories,laboratory
adults,adult
screams,scream
edges,edge
worlds,world
cultures,culture
region,region
calm,calm
master,master
agriculture,agriculture
casino,casino
transformations,transformation
slides,slide
voodoo,voodoo
redemption,redemption
sox,sox
homo,homo
discoveries,discovery
kirk,kirk
truly,truly
conservatives,conservative
periodicals,periodical
kerala,kerala
assets,asset
jumps,jump
patton,patton
world,world
performances,performance
hans,hans
crowds,crowd
finishes,finish
turkey,turkey
fable,fable
responds,respond
coaches,coach
helmet,helmet
canoe,canoe
hangul,hangul
narcotics,narcotic
motion,motion
wrestlemania,wrestlemania
pulls,pull
laser,laser
hugs,hug
diabetes,diabetes
moat,moat
brigade,brigade
mammal,mammal
estimates,estimate
italics,italic
locals,local
fog,fog
syrup,syrup
renault,renault
charlemagne,charlemagne
opposition,opposition
incidents,incident
similarities,similarity
north,north
mcbride,mcbride
hawks,hawk
jonas,jonas
surfaces,surface
nairobi,nairobi
wishes,wish
promotion,promotion
couple,couple
europeans,europeans
smuggling,smuggling
rewards,reward
codes,code
finnish,finnish
texture,texture
center,center
sony,sony
oyster,oyster
thou,thou
needles,needle
amos,amos
subdivisions,subdivision
gliding,glide
humidity,humidity
customs,custom
saturdays,saturdays
vietnam,vietnam
creative,creative
percussion,percussion
cooperation,cooperation
darlington,darlington
serials,serial
street,street
clock,clock
officers,officer
lee,lee
disabilities,disability
necklace,necklace
stucco,stucco
boston,boston
clients,client
bursts,burst
rescue,rescue
taps,tap
partners,partner
bronze,bronze
experts,expert
vanity,vanity
nuts,nuts
automation,automation
jammu,jammu
dallas,dallas
unnamed,unnamed
communities,community
malicious,malicious
tactics,tactic
tanks,tank
pearson,pearson
export,export
hiroshima,hiroshima
rejects,reject
josef,josef
virtues,virtue
mint,mint
constitution,constitution
theologians,theologian
savings,saving
rushes,rush
requirements,requirement
possess,possess
scares,scare
xml,xml
wait,wait
funny,funny
myth,myth
villages,village
arbitration,arbitration
sanitation,sanitation
bo,bo
homicide,homicide
dog,dog
vaults,vault
cancers,cancer
dealers,dealer
shower,shower
crusaders,crusader
tours,tour
suspension,suspension
pl,pl
conductors,conductor
flexibility,flexibility
hash,hash
hair,hair
tirana,tirana
dominance,dominance
jake,jake
aesthetics,aesthetic
art,art
insurrection,insurrection
material,material
fingernails,fingernail
issues,issue
nobility,nobility
voltage,voltage
